customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Prob,Churn_Predicted
6198-ZFIOJ,Female,No,No,No,5,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Electronic check,75.6,402.5,No,0.8142036415431014,Yes
5989-OMNJE,Female,No,Yes,Yes,24,No,No/No phone service,DSL,Yes,Yes,Yes,No/No internet service,Yes,Yes,One year,No,Electronic check,57.6,1367.75,No,0.1917153117331511,No
4566-QVRRW,Female,No,Yes,No,11,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,44.05,483.7,Yes,0.7370979960892561,Yes
1291-CUOCY,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,7962.2,No,0.1267624902976188,No
9795-SHUHB,Female,No,Yes,Yes,66,Yes,No/No phone service,DSL,Yes,Yes,No/No internet service,Yes,No/No internet service,No/No internet service,Two year,Yes,Credit card (automatic),58.2,3810.8,No,0.0117433159486978,No
3230-IUALN,Female,No,Yes,Yes,45,Yes,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,3533.6,No,0.092503317214884,No
0042-RLHYP,Female,No,Yes,Yes,69,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),19.7,1396.9,No,0.0079853467260518,No
8519-IMDHU,Male,Yes,Yes,No,15,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,Yes,0.8168783184577522,Yes
4945-RVMTE,Female,No,No,No,28,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,No,0.6570772526481871,Yes
0201-OAMXR,Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,8127.6,Yes,0.1470969900383054,No
1866-NXPSP,Female,No,No,No,36,Yes,No/No phone service,DSL,Yes,Yes,Yes,Yes,No/No internet service,Yes,One year,Yes,Mailed check,75.55,2680.15,No,0.1519369724080116,No
3372-KWFBM,Male,Yes,No,No,16,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,86.6,1281.0,Yes,0.8609519322029161,Yes
7831-QGOXH,Female,No,No,No,18,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,85.2,1553.9,Yes,0.854506065756798,Yes
6393-WRYZE,Female,No,Yes,No,34,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,3207.55,Yes,0.8606542052730491,Yes
3941-XTSKM,Male,No,Yes,Yes,42,No,No/No phone service,DSL,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,Yes,One year,Yes,Credit card (automatic),45.1,2049.05,No,0.1427785998877621,No
1661-CZBAU,Male,No,No,No,48,Yes,Yes,DSL,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,One year,Yes,Bank transfer (automatic),70.95,3629.2,No,0.1389419090974225,No
6599-RCLCJ,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,5124.55,Yes,0.7119167876041181,Yes
9831-BPFRI,Female,No,Yes,Yes,39,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,Yes,No/No internet service,No/No internet service,One year,Yes,Electronic check,89.55,3474.45,Yes,0.3456668192075992,No
5158-RIVOP,Female,No,Yes,Yes,11,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Credit card (automatic),20.9,202.3,No,0.0501994401514438,No
9788-YTFGE,Male,No,No,No,7,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,19.95,147.5,No,0.4554670477985297,No
9277-JOOMO,Female,No,No,No,3,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,24.6,86.35,No,0.4438635599072692,No
1907-YLNYW,Male,No,No,No,8,Yes,No/No phone service,DSL,Yes,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Electronic check,66.7,579.0,No,0.7294175747125101,Yes
1725-MIMXW,Male,No,No,Yes,1,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,19.45,19.45,Yes,0.504474361115706,Yes
8947-YRTDV,Male,No,Yes,Yes,32,Yes,No/No phone service,Fiber optic,Yes,Yes,Yes,No/No internet service,No/No internet service,Yes,One year,No,Mailed check,94.8,3131.55,No,0.2973065225420837,No
3161-ONRWK,Male,No,Yes,Yes,60,Yes,No/No phone service,DSL,Yes,Yes,Yes,Yes,No/No internet service,No/No internet service,One year,Yes,Bank transfer (automatic),65.85,3928.3,No,0.0567256499751402,No
0114-RSRRW,Female,No,Yes,No,10,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,No,0.3853268316763287,No
4565-NLZBV,Female,No,Yes,No,71,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,Yes,Bank transfer (automatic),24.65,1710.15,No,0.0121449394090258,No
0031-PVLZI,Female,No,Yes,Yes,4,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,20.35,76.35,Yes,0.4076091341632771,No
7206-GZCDC,Female,Yes,No,No,1,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,0.8468537129641849,Yes
6682-VCIXC,Female,No,Yes,Yes,43,No,No/No phone service,DSL,Yes,Yes,No/No internet service,Yes,Yes,No/No internet service,One year,Yes,Bank transfer (automatic),51.25,2151.6,No,0.0519843984045228,No
4791-QRGMF,Male,No,Yes,No,59,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.1,Yes,0.5381040344173659,Yes
6475-VHUIZ,Female,No,Yes,No,23,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,Month-to-month,No,Electronic check,54.25,1221.55,No,0.4972067113846211,No
3910-MRQOY,Female,No,Yes,No,72,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),19.4,1496.45,No,0.0072021536580972,No
0661-WCQNQ,Male,No,Yes,No,22,Yes,No/No phone service,DSL,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,One year,Yes,Credit card (automatic),56.25,1292.2,No,0.1338984831594104,No
7537-RBWEA,Female,No,No,No,1,No,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,25.15,25.15,No,0.6619744273341364,Yes
4656-CAURT,Male,No,No,No,69,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),23.95,1713.1,No,0.0095240020276704,No
0121-SNYRK,Male,No,No,No,50,No,No/No phone service,DSL,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,One year,Yes,Mailed check,35.4,1748.9,No,0.045678645428041,No
1768-ZAIFU,Female,Yes,No,No,1,No,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,25.2,25.2,Yes,0.7009630229230941,Yes
4671-LXRDQ,Male,No,No,No,2,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,45.0,96.45,Yes,0.758732986513886,Yes
3733-LSYCE,Female,No,Yes,No,15,Yes,No/No phone service,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Bank transfer (automatic),75.35,1114.55,No,0.6052534140269459,Yes
6265-FRMTQ,Male,No,No,No,31,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),20.4,609.1,No,0.0300165939286512,No
1934-SJVJK,Male,No,No,No,1,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,20.15,20.15,Yes,0.4322714908392622,No
3838-OZURD,Male,No,Yes,No,66,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,Yes,0.6535762875819969,Yes
1371-DWPAZ,Female,No,Yes,Yes,0,No,No/No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No/No internet service,Two year,No,Credit card (automatic),56.05,0.0,No,0.0457777160644483,No
9269-CQOOL,Male,No,No,Yes,3,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Credit card (automatic),54.7,169.45,Yes,0.732724427953578,Yes
2017-CCBLH,Female,No,No,No,8,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Mailed check,20.0,141.6,No,0.0758237856795123,No
7690-KPNCU,Male,No,Yes,Yes,64,Yes,No/No phone service,DSL,Yes,No/No internet service,Yes,No/No internet service,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,No,0.1590229895344785,No
0536-BGFMZ,Female,No,Yes,No,28,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,20.5,563.05,No,0.2293544439201186,No
2293-IJWPS,Female,No,Yes,No,57,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985.0,No,0.5225333038668992,Yes
2845-HSJCY,Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,Yes,0.8714398721179138,Yes
5469-NUJUR,Male,No,No,No,19,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,Yes,Mailed check,19.95,373.5,No,0.0706055077920048,No
1184-PJVDB,Male,No,Yes,No,10,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,79.95,857.2,Yes,0.8580249885812803,Yes
2625-TRCZQ,Female,No,Yes,No,51,No,No/No phone service,DSL,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,2553.35,No,0.4015480371325124,No
4102-HLENU,Female,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,Two year,No,Mailed check,65.65,4322.85,No,0.0310274676777791,No
7266-GSSJX,Male,No,Yes,Yes,11,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,20.45,250.8,No,0.4693211987031692,No
7722-VJRQD,Male,No,Yes,Yes,72,No,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,No,0.0160803989895171,No
7073-QETQY,Male,No,Yes,Yes,66,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,One year,Yes,Electronic check,20.35,1359.5,No,0.0455152278821939,No
9415-DPEWS,Female,No,No,No,18,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,No/No internet service,Month-to-month,Yes,Electronic check,88.35,1639.3,Yes,0.7664800875623599,Yes
5624-RYAMH,Female,No,No,No,9,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,19.5,178.85,No,0.4791147844871992,No
0196-JTUQI,Female,No,No,No,9,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Credit card (automatic),75.2,633.85,No,0.7565266628160842,Yes
7130-YXBRO,Male,No,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No/No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,No,0.6298406796908669,Yes
9272-LSVYH,Male,No,No,No,10,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,70.15,735.5,No,0.7387275723261749,Yes
7943-RQCHR,Female,No,No,No,9,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9,Yes,0.9017413201636504,Yes
3793-MMFUH,Female,Yes,No,No,13,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,1290.0,Yes,0.896215057662666,Yes
3249-ZPQRG,Male,No,No,No,4,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Electronic check,78.45,330.05,Yes,0.7542373939010325,Yes
2568-BRGYX,Male,No,No,No,4,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,70.2,237.95,Yes,0.8392989331649274,Yes
3084-DOWLE,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6474.4,No,0.0337990096071388,No
1084-MNSMJ,Female,No,Yes,Yes,51,Yes,No/No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,4421.95,No,0.0347421040928946,No
7721-JXEAW,Male,No,Yes,No,59,No,No/No phone service,DSL,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,Yes,0.2122570624835655,No
7249-WBIYX,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,85.6,813.85,Yes,0.8733302763779379,Yes
4238-HFHSN,Male,Yes,Yes,No,61,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,82.15,4904.85,No,0.5729122411294777,Yes
6250-CGGUN,Male,No,No,No,54,Yes,No/No phone service,Fiber optic,Yes,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,One year,No,Electronic check,84.4,4484.05,No,0.1494969382293251,No
5478-JJVZK,Female,No,No,No,33,Yes,Yes,DSL,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,60.9,2033.85,No,0.3902547115288729,No
7596-IIWYC,Female,No,No,No,27,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,Yes,Bank transfer (automatic),20.25,538.2,No,0.0461551297710608,No
6567-HOOPW,Female,Yes,No,No,1,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,79.2,79.2,Yes,0.8767071500277542,Yes
9793-WECQC,Male,No,No,No,23,Yes,No/No phone service,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,No,Mailed check,95.3,2192.9,No,0.7372267467515686,Yes
4291-HPAXL,Male,No,No,Yes,1,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,19.85,19.85,No,0.4304116861354267,No
8999-YPYBV,Male,No,Yes,Yes,45,Yes,No/No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.35,3858.05,No,0.070614454075691,No
1839-FBNFR,Female,No,Yes,Yes,39,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,Yes,Bank transfer (automatic),19.85,854.8,No,0.0309805799423226,No
3164-AALRN,Male,No,No,No,5,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,Yes,One year,Yes,Mailed check,70.0,347.4,Yes,0.6731808181672856,Yes
3071-MVJCD,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No/No internet service,Two year,No,Bank transfer (automatic),82.3,5815.15,No,0.0230995501836618,No
1697-BCSHV,Female,No,Yes,Yes,58,Yes,Yes,DSL,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,No,0.4293549764661934,No
0562-KBDVM,Female,No,No,No,70,No,No/No phone service,DSL,Yes,Yes,Yes,Yes,No/No internet service,No/No internet service,Two year,Yes,Bank transfer (automatic),44.6,3058.15,No,0.0072238070523185,No
1131-SUEKT,Male,No,Yes,Yes,61,Yes,No/No phone service,Fiber optic,No/No internet service,Yes,No/No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,No,0.2607059531001077,No
3717-OEAUQ,Male,No,No,No,2,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,70.7,129.2,No,0.7744523979820959,Yes
4538-WNTMJ,Female,No,Yes,Yes,46,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,One year,No,Mailed check,24.95,1165.9,No,0.0650553990214891,No
3334-CTHOL,Female,No,No,No,1,Yes,Yes,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,Yes,0.75405948074829,Yes
4704-ERYFC,Female,No,Yes,No,22,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,69.25,1554.0,Yes,0.7707032915244181,Yes
9432-RUVSL,Female,No,No,No,48,Yes,No/No phone service,Fiber optic,Yes,No/No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,No,0.102764071385821,No
8060-HIWJJ,Male,No,No,No,64,Yes,Yes,DSL,No/No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,5632.55,No,0.0576738469773566,No
7684-XSZIY,Male,No,Yes,Yes,72,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),24.3,1643.25,No,0.0084065172625624,No
9089-UOWJG,Female,No,Yes,Yes,12,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Credit card (automatic),58.35,740.55,No,0.7051296026524361,Yes
8621-MNIHH,Female,Yes,Yes,No,34,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,Yes,0.783622873862975,Yes
8039-ACLPL,Female,No,Yes,Yes,72,Yes,No/No phone service,DSL,Yes,Yes,Yes,No/No internet service,No/No internet service,Yes,Two year,No,Credit card (automatic),68.75,4888.2,No,0.0220635789234077,No
9885-AIBVB,Male,No,Yes,No,29,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,85.8,2440.25,No,0.7499257360754964,Yes
1934-MKPXS,Male,No,Yes,Yes,33,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,One year,No,Credit card (automatic),20.1,620.55,No,0.0600137325334525,No
2592-YKDIF,Female,No,No,No,1,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,20.35,20.35,No,0.4335124254899133,No
2272-JKMSI,Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,6840.95,No,0.4356894831672621,No
0471-LVHGK,Male,No,Yes,No,41,Yes,Yes,DSL,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,Yes,One year,Yes,Electronic check,73.0,3001.2,Yes,0.536755551196106,Yes
9518-RWHZL,Female,No,No,No,64,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,Yes,0.4640153252589104,No
8714-CTZJW,Female,No,No,No,4,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Credit card (automatic),82.85,319.6,No,0.8104197702108356,Yes
3569-EDBPQ,Female,No,No,No,24,Yes,Yes,Fiber optic,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,84.35,1938.05,No,0.5425849200091264,Yes
3131-NWVFJ,Female,No,Yes,Yes,14,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,One year,No,Mailed check,19.55,294.5,No,0.1508183316246292,No
7521-YXVZY,Male,No,No,Yes,3,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,19.95,58.3,No,0.4137954058426268,No
5419-CONWX,Female,Yes,No,No,4,Yes,No/No phone service,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,Yes,0.8106417542225623,Yes
6240-EURKS,Female,No,No,Yes,18,No,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Electronic check,35.0,553.0,Yes,0.6323530702180126,Yes
2373-NTKOD,Male,No,No,No,8,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45,No,0.8481439570941331,Yes
1970-KKFWL,Female,No,No,No,35,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),23.3,797.1,No,0.0287737574697964,No
6960-HVYXR,Female,No,No,No,1,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Electronic check,76.0,76.0,Yes,0.8281474845899469,Yes
9337-SRRNI,Male,No,No,Yes,66,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,Yes,Credit card (automatic),25.3,1673.8,No,0.0124832521411349,No
0895-UADGO,Male,No,No,Yes,8,No,No/No phone service,DSL,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,Two year,Yes,Mailed check,44.55,343.45,No,0.0795280967018572,No
5678-VFNEQ,Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No/No internet service,Yes,No/No internet service,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,No,0.3086978709633729,No
5977-CKHON,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,No,0.7625276245092271,Yes
7024-OHCCK,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,Yes,0.9096679771583804,Yes
2692-BUCFV,Male,Yes,No,No,29,Yes,No/No phone service,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,No,0.7769223351965139,Yes
7861-UVUFT,Female,No,Yes,No,15,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,84.3,1308.4,Yes,0.8595354083950956,Yes
1830-GGFNM,Male,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No/No internet service,No/No internet service,Two year,No,Credit card (automatic),94.55,6078.75,No,0.0283512150282867,No
5302-BDJNT,Male,No,No,No,35,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,Yes,Yes,No/No internet service,Month-to-month,No,Electronic check,95.5,3418.2,No,0.6870887007914271,Yes
5223-UZAVK,Male,No,No,No,64,Yes,No/No phone service,Fiber optic,Yes,Yes,No/No internet service,No/No internet service,Yes,Yes,One year,Yes,Credit card (automatic),100.3,6603.8,No,0.2214786830791701,No
4859-ZSRDZ,Female,No,Yes,Yes,58,No,No/No phone service,DSL,No/No internet service,No/No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,3166.9,No,0.041874317043462,No
5651-WYIPH,Female,Yes,No,No,18,Yes,No/No phone service,DSL,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Credit card (automatic),49.85,865.75,No,0.4995860655730558,No
9350-VLHMB,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,No,0.5536061884700897,Yes
3498-LZGQZ,Male,No,Yes,Yes,63,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,Yes,Mailed check,19.15,1177.05,No,0.0153543658702083,No
